Invoice_ID,Branch,City,Customer_Type,Gender,Product_Category,Unit_Price,Quantity,Total,Date,Time,Payment,Rating
SLM-100481,Colombo,Colombo,Member,Male,Food,1953.39,2,4610.0,2026-01-28,20:33,Card,7.1
SLM-100482,Kandy,Kandy,Member,Male,Electronics,6727.24,3,19374.45,2026-02-01,17:50,Cash,5.7
SLM-100483,Kandy,Kandy,Member,Female,Beverages,464.25,2,891.36,2026-02-28,13:49,Cash,7.7
SLM-100484,Colombo,Colombo,Normal,Female,Food,2009.35,2,4742.07,2026-02-26,13:59,Card,8.2
SLM-100485,Kandy,Kandy,Member,Male,Personal Care,2527.73,4,9706.48,2026-02-12,15:53,eZ Cash,6.6
SLM-100486,Colombo,Colombo,Normal,Male,Food,762.54,5,4498.99,2026-02-21,15:59,Cash,5.1
SLM-100487,Colombo,Colombo,Member,Female,Beverages,830.64,4,3920.62,2026-02-16,18:28,Card,6.6
SLM-100488,Colombo,Colombo,Member,Female,Beverages,275.8,4,1301.78,2026-02-05,18:07,eZ Cash,7.5
SLM-100489,Colombo,Colombo,Member,Male,Beverages,367.79,7,3037.95,2026-02-02,18:18,Card,8.8
SLM-100490,Galle,Galle,Normal,Male,Household,2820.88,3,7616.38,2026-02-10,17:50,Cash,8.1
SLM-100491,Kandy,Kandy,Normal,Female,Beverages,194.75,7,1308.72,2026-01-07,17:25,Cash,7.4
SLM-100492,Colombo,Colombo,Normal,Male,Beverages,415.08,6,2938.77,2026-01-16,13:42,Cash,5.9
SLM-100493,Colombo,Colombo,Normal,Male,Household,1138.84,8,10750.65,2026-01-24,17:00,Card,5.5
SLM-100494,Galle,Galle,Member,Male,Food,1823.32,4,6563.95,2026-01-13,11:33,Card,7.1
SLM-100495,Kandy,Kandy,Member,Male,Personal Care,573.85,6,3305.38,2026-01-19,14:26,Cash,7.6
SLM-100496,Kandy,Kandy,Member,Female,Household,3056.64,7,20540.62,2026-02-02,19:44,Card,7.7
SLM-100497,Galle,Galle,Normal,Female,Electronics,3383.62,5,15226.29,2026-01-25,15:58,eZ Cash,7.8
SLM-100498,Kandy,Kandy,Member,Male,Food,982.7,6,5660.35,2026-01-23,16:20,Card,4.4
SLM-100499,Colombo,Colombo,Normal,Female,Food,394.89,6,2795.82,2026-01-19,21:09,Card,5.9
SLM-100500,Colombo,Colombo,Member,Female,Household,1835.42,2,4331.59,2026-02-15,15:08,eZ Cash,8.3
SLM-100501,Colombo,Colombo,Normal,Female,Personal Care,980.83,2,2314.76,2026-01-17,12:10,Cash,8.6
SLM-100502,Colombo,Colombo,Normal,Female,Beverages,692.49,6,4902.83,2026-01-08,11:03,Card,5.3
SLM-100503,Colombo,Colombo,Member,Male,Electronics,8847.17,3,31318.98,2026-01-28,12:45,eZ Cash,5.9
SLM-100504,Colombo,Colombo,Member,Female,Personal Care,2314.65,7,19119.01,2026-01-18,10:25,eZ Cash,6.3
SLM-100505,Kandy,Kandy,Member,Female,Household,1700.23,4,6528.88,2026-01-27,18:56,Cash,8.0
SLM-100506,Colombo,Colombo,Normal,Male,Food,404.96,2,955.71,2026-02-22,11:42,Cash,6.0
SLM-100507,Galle,Galle,Normal,Female,Beverages,356.97,3,963.82,2026-02-21,15:59,Card,7.7
SLM-100508,Colombo,Colombo,Normal,Female,Beverages,674.93,2,1592.83,2026-02-23,14:51,eZ Cash,6.8
SLM-100509,Kandy,Kandy,Member,Female,Beverages,231.13,1,221.88,2026-01-27,13:48,Cash,7.5
SLM-100510,Galle,Galle,Member,Male,Household,3449.19,2,6208.54,2026-01-26,16:03,Card,9.7
SLM-100511,Colombo,Colombo,Member,Female,Household,1199.03,2,2829.71,2026-01-21,16:46,Cash,6.6
SLM-100512,Kandy,Kandy,Member,Male,Electronics,4246.09,6,24457.48,2026-02-24,12:18,Card,10.0
SLM-100513,Colombo,Colombo,Member,Male,Food,635.79,4,3000.93,2026-01-14,18:38,Cash,8.2
SLM-100514,Kandy,Kandy,Normal,Male,Food,577.28,3,1662.57,2026-02-18,15:01,Card,3.1
SLM-100515,Colombo,Colombo,Normal,Female,Food,2062.87,4,9736.75,2026-02-25,15:51,Cash,7.1
SLM-100516,Colombo,Colombo,Normal,Male,Food,1613.01,2,3806.7,2026-01-02,16:34,Cash,7.1
SLM-100517,Colombo,Colombo,Member,Male,Food,736.84,4,3477.88,2026-03-01,17:33,Card,8.4
SLM-100518,Galle,Galle,Normal,Male,Personal Care,511.13,4,1840.07,2026-01-30,17:19,Cash,7.4
SLM-100519,Galle,Galle,Member,Male,Food,1148.01,5,5166.05,2026-02-15,19:10,Cash,6.4
SLM-100520,Colombo,Colombo,Normal,Male,Personal Care,1168.81,3,4137.59,2026-01-11,16:48,Card,7.6
SLM-100521,Kandy,Kandy,Normal,Female,Beverages,133.21,4,511.53,2026-02-24,12:43,Card,8.2
SLM-100522,Colombo,Colombo,Normal,Female,Household,1710.05,3,6053.58,2026-01-25,14:50,eZ Cash,7.8
SLM-100523,Kandy,Kandy,Member,Male,Personal Care,983.95,7,6612.14,2026-01-05,18:40,Cash,7.4
SLM-100524,Colombo,Colombo,Normal,Male,Food,1046.73,1,1235.14,2026-01-08,14:25,Cash,7.6
SLM-100525,Galle,Galle,Member,Female,Personal Care,2129.52,1,1916.57,2026-02-01,11:51,Card,8.4
SLM-100526,Colombo,Colombo,Member,Male,Beverages,855.56,6,6057.36,2026-02-09,13:56,Cash,5.6
SLM-100527,Colombo,Colombo,Member,Female,Beverages,322.97,4,1524.42,2026-01-18,17:38,Cash,7.4
SLM-100528,Kandy,Kandy,Member,Female,Beverages,244.28,4,938.04,2026-02-12,16:45,eZ Cash,7.7
SLM-100529,Colombo,Colombo,Normal,Female,Beverages,949.76,2,2241.43,2026-01-27,12:59,Card,6.9
SLM-100530,Kandy,Kandy,Member,Female,Electronics,7839.17,4,30102.41,2026-01-18,15:30,eZ Cash,7.6
SLM-100531,Kandy,Kandy,Normal,Male,Food,1558.63,5,7481.42,2026-01-08,12:52,Cash,8.2
SLM-100532,Galle,Galle,Member,Male,Personal Care,1796.38,1,1616.74,2026-01-25,20:48,Cash,7.2
SLM-100533,Galle,Galle,Normal,Male,Food,1159.62,4,4174.63,2026-01-18,17:20,Card,7.1
SLM-100534,Galle,Galle,Member,Male,Food,914.87,7,5763.68,2026-02-07,17:37,eZ Cash,8.0
SLM-100535,Colombo,Colombo,Normal,Female,Beverages,784.56,4,3703.12,2026-02-09,16:59,Cash,6.9
SLM-100536,Galle,Galle,Member,Female,Electronics,3322.3,6,17940.42,2026-01-05,12:25,Card,4.6
SLM-100537,Colombo,Colombo,Member,Male,Beverages,322.27,1,380.28,2026-01-23,12:20,Cash,8.4
SLM-100538,Kandy,Kandy,Normal,Female,Food,1943.07,3,5596.04,2026-01-25,16:04,Cash,8.8
SLM-100539,Galle,Galle,Normal,Male,Food,807.7,2,1453.86,2026-01-19,11:54,,6.1
SLM-100540,Colombo,Colombo,Normal,Male,Food,1906.99,4,9000.99,2026-01-20,17:06,Cash,5.6
SLM-100541,Kandy,Kandy,Member,Male,Household ,1024.43,6,5900.72,2026-02-26,17:15,Cash,6.4
SLM-100542,Galle,Galle,Normal,Male,Household,1680.08,4,6048.29,2026-02-28,12:36,Cash,5.3
SLM-100543,Colombo,Colombo,Normal,Female,Beverages,618.7,6,4380.4,2026-02-20,15:35,Card,7.3
SLM-100544,Kandy,Kandy,Normal,Female,Food,1375.85,1,1320.82,2026-01-01,08:26,Cash,6.2
SLM-100545,Kandy,Kandy,Normal,Male,Electronics,3020.77,7,20299.57,2026-02-15,19:11,Cash,8.5
SLM-100546,Colombo,Colombo,Member,Male,Electronics,3337.22,7,27565.44,2026-02-18,18:14,Cash,9.1
SLM-100547,Kandy,Kandy,Member,Male,Personal Care,844.74,4,3243.8,2026-01-31,16:42,Cash,5.0
SLM-100548,Colombo,Colombo,Member,Male,Food,2042.28,4,9639.56,2026-01-22,15:58,Card,7.7
SLM-100549,Colombo,Colombo,Member,Male,Beverages,936.98,3,3316.91,2026-01-07,12:27,Card,7.3
SLM-100550,Colombo,Colombo,Normal,Male,Beverages,162.81,4,768.46,2026-02-17,20:04,eZ Cash,6.7
SLM-100551,Colombo,Colombo,Member,Male,Beverages,422.42,2,996.91,2026-02-24,21:45,eZ Cash,6.4
SLM-100552,Galle,Galle,Normal,Female,Food,226.06,5,1017.27,2026-02-21,16:44,Cash,5.3
SLM-100553,Kandy,Kandy,Normal,Male,Food,1416.54,7,9519.15,2026-01-02,18:20,Card,6.3
SLM-100554,Galle,Galle,Member,Female,Beverages,636.78,3,1719.31,2026-02-17,13:06,Cash,6.3
SLM-100555,Kandy,Kandy,Member,Female,Electronics,9312.64,2,17880.27,2026-01-20,13:55,eZ Cash,5.5
SLM-100556,Kandy,Kandy,Member,Male,Food,639.33,5,3068.78,2026-02-03,19:42,eZ Cash,8.3
SLM-100557,Colombo,Colombo,Normal,Male,Electronics,5366.68,3,18998.05,2026-02-09,19:46,Card,4.7
SLM-100558,Colombo,Colombo,Member,Male,Food,1370.85,1,1617.6,2026-01-30,15:00,Cash,5.1
SLM-100559,Colombo,Colombo,Normal,Female,Personal Care,1066.62,3,3775.83,2026-01-20,17:14,Card,5.8
SLM-100560,Galle,Galle,Member,Female,Food,568.07,1,511.26,2026-01-31,08:10,Card,6.8
SLM-100561,Colombo,Colombo,Member,Male,Food,1929.66,6,13661.99,2026-01-19,08:40,Card,7.7
SLM-100562,Kandy,Kandy,Member,Female,Household,3375.26,3,9720.75,2026-02-14,21:40,Card,8.8
SLM-100563,Colombo,Colombo,Member,Female,Food,1107.54,2,2613.79,2026-01-04,11:38,Cash,8.1
SLM-100564,Colombo,Colombo,Normal,Female,Electronics,8787.89,4,41478.84,2026-02-06,14:14,Cash,7.2
SLM-100565,Colombo,Colombo,Member,Male,Household,600.62,4,2834.93,2026-01-27,10:25,Cash,7.0
SLM-100566,Colombo,Colombo,Member,Female,Electronics,4747.56,6,33612.72,2026-02-13,14:48,Cash,7.2
SLM-100567,Kandy,Kandy,Normal,Male,Food,772.41,2,1483.03,2026-02-21,13:54,Card,5.4
SLM-100568,Colombo,Colombo,Member,Female,Personal Care,1339.92,2,3162.21,2026-02-18,09:23,eZ Cash,7.2
SLM-100569,Kandy,Kandy,Member,Female,Food,1494.61,3,4304.48,2026-01-10,16:25,Cash,7.0
SLM-100570,Colombo,Colombo,Member,Female,Electronics,5423.19,5,31996.82,2026-02-21,20:52,Cash,5.5
SLM-100571,Galle,Galle,Normal,Female,Household,881.14,7,5551.18,2026-02-28,17:45,Cash,6.4
SLM-100572,Colombo,Colombo,Member,Female,Personal Care,1522.68,5,8983.81,2026-01-20,13:30,eZ Cash,8.5
SLM-100573,Kandy,Kandy,Normal,Female,Electronics,3431.28,6,19764.17,2026-01-06,13:35,Card,9.0
SLM-100574,Kandy,Kandy,Member,Male,Household,3795.37,6,21861.33,2026-01-12,13:00,Cash,7.5
SLM-100575,Colombo,Colombo,Member,Male,Beverages,448.73,2,1059.0,2026-02-15,09:38,Cash,7.9
SLM-100576,Kandy,Kandy,Normal,Male,Food,473.45,4,1818.05,2026-02-16,11:55,Cash,6.0
SLM-100577,Galle,Galle,Normal,Male,Food,504.87,5,2271.91,2026-02-13,14:16,eZ Cash,8.2
SLM-100578,Colombo,Colombo,Member,Female,Food,1934.87,2,4566.29,2026-01-05,16:50,Card,4.6
SLM-100579,Kandy,Kandy,Member,Male,Personal Care,1771.77,6,10205.4,2026-02-24,17:54,Card,8.3
SLM-100580,Colombo,Colombo,Member,Male,Household,524.29,6,3711.97,2026-01-26,11:49,Cash,7.0
SLM-100581,Galle,Galle,Normal,Female,Food,473.58,1,426.22,2026-01-05,21:49,Card,8.6
SLM-100582,Colombo,Colombo,Normal,Female,Food,1854.66,6,13130.99,2026-02-17,12:48,Cash,5.6
SLM-100583,Galle,Galle,Member,Male,Beverages,892.05,3,2408.53,2026-01-24,16:11,Card,5.2
SLM-100584,Kandy,Kandy,Member,Male,Food,1569.43,4,6026.61,2026-02-10,09:18,Cash,4.8
SLM-100585,Colombo,Colombo,Normal,Male,Beverages,255.64,5,1508.28,2026-01-07,12:43,Cash,7.6
SLM-100586,Colombo,Colombo,Normal,Female,Beverages,145.96,1,172.23,2026-01-22,20:27,Card,7.3
SLM-100587,Galle,Galle,Member,Female,Household,3624.8,5,16311.6,2026-02-25,18:55,Cash,8.7
SLM-100588,Kandy,Kandy,Normal,Male,Personal Care,402.27,4,1544.72,2026-01-13,18:25,Cash,7.8
SLM-100589,Colombo,Colombo,Normal,Male,Personal Care,2504.48,3,8865.86,2026-02-14,13:49,Cash,5.2
SLM-100590,Colombo,Colombo,Normal,Female,Personal Care,602.42,4,2843.42,2026-01-11,20:36,Cash,7.7
SLM-100591,Colombo,Colombo,Normal,Female,Food,1674.69,3,5928.4,2026-01-28,09:06,Card,7.4
SLM-100592,Colombo,Colombo,Normal,Male,Food,2087.85,5,12318.31,2026-01-08,12:54,Cash,6.5
SLM-100593,Kandy,Kandy,Normal,Female,Food,887.74,1,852.23,2026-02-23,14:01,eZ Cash,6.6
SLM-100594,Colombo,Colombo,Member,Female,Food,1519.74,6,10759.76,2026-01-22,12:44,,9.6
SLM-100595,Colombo,Colombo,Member,Male,Food,525.83,1,620.48,2026-02-07,15:36,Cash,6.8
SLM-100596,Galle,Galle,Normal,Male,Beverages,508.51,3,1372.98,2026-01-07,13:06,Cash,5.6
SLM-100597,Colombo,Colombo,Member,Female,Beverages,327.13,4,1544.05,2026-02-21,14:34,Cash,7.6
SLM-100598,Colombo,Colombo,Normal,Female,Personal Care,1010.39,6,7153.56,2026-01-21,19:48,Card,5.5
SLM-100599,Colombo,Colombo,Normal,Male,Food,2122.87,2,5009.97,2026-01-03,16:22,Cash,8.9
SLM-100600,Galle,Galle,Normal,Female,Household,1864.51,1,1678.06,2026-02-07,13:58,Card,8.4
SLM-100601,Galle,Galle,Member,Male,Food,1534.14,6,8284.36,2026-02-07,11:15,Cash,10.0
SLM-100602,Galle,Galle,Member,Male,Household,804.39,6,4343.71,2026-02-18,12:34,Card,7.6
SLM-100603,Galle,Galle,Member,Male,Food,2164.11,7,13633.89,2026-01-29,17:13,Cash,7.2
SLM-100604,Colombo,Colombo,Normal,Female,Household,3624.59,3,12831.05,2026-01-30,16:04,Cash,8.9
SLM-100605,Galle,Galle,Normal,Female,Household,2499.29,1,2249.36,2026-01-25,20:00,Card,8.2
SLM-100606,Kandy,Kandy,Member,Male,Electronics,5884.48,1,5649.1,2026-01-04,16:53,Cash,5.8
SLM-100607,Kandy,Kandy,Member,Male,Food,1496.44,6,8619.49,2026-01-14,16:42,eZ Cash,8.2
SLM-100608,Kandy,Kandy,Member,Female,Food,1476.12,6,8502.45,2026-01-01,16:26,Card,6.5
SLM-100609,Galle,Galle,Member,Female,Beverages,269.21,1,242.29,2026-01-05,14:18,Card,5.8
SLM-100610,Colombo,Colombo,Normal,Male,Household,1639.64,6,11608.65,2026-01-17,18:02,Cash,7.2
SLM-100611,Kandy,Kandy,Member,Female,Beverages,271.66,4,1043.17,2026-01-12,19:07,Cash,8.3
SLM-100612,Colombo,Colombo,Normal,Male,Personal Care,502.49,5,2964.69,2026-01-01,17:44,Cash,6.9
SLM-100613,Colombo,Colombo,Normal,Female,Electronics,6757.36,8,63789.48,2026-02-11,18:15,Card,4.3
SLM-100614,Kandy,Kandy,Normal,Male,Food,1347.68,4,5175.09,2026-02-01,18:23,Cash,9.4
SLM-100615,Kandy,Kandy,Member,Male,Food,321.07,5,1541.14,2026-01-16,12:57,Cash,7.4
SLM-100616,Kandy,Kandy,Normal,Female,Personal Care,884.46,6,5094.49,2026-02-05,11:35,eZ Cash,5.5
SLM-100617,Colombo,Colombo,Member,Male,Personal Care,1477.87,6,10463.32,2026-02-20,14:48,Card,8.0
SLM-100618,Galle,Galle,Normal,Male,Household,619.71,4,2230.96,2026-02-19,12:58,Cash,9.2
SLM-100619,Colombo,Colombo,Normal,Male,Food,1975.41,7,16316.89,2026-03-01,18:03,eZ Cash,7.4
SLM-100620,Colombo,Colombo,Member,Male,Electronics,6946.58,2,16393.93,2026-02-27,19:45,Card,8.9
SLM-100621,Galle,Galle,Member,Male,Household,3046.52,4,10967.47,2026-02-10,19:43,Cash,8.4
SLM-100622,Galle,Galle,Normal,Male,Food,952.55,3,2571.88,2026-02-15,18:58,Card,7.8
SLM-100623,Colombo,Colombo,Normal,Male,Food,341.64,4,1612.54,2026-02-19,20:14,Cash,8.5
SLM-100624,Colombo,Colombo,Normal,Male,Beverages,739.41,8,6980.03,2026-01-15,18:09,Cash,7.8
SLM-100625,Colombo,Colombo,Normal,Female,Personal Care,392.05,7,3238.33,2026-01-08,21:32,Cash,4.6
SLM-100626,Galle,Galle,Normal,Female,Personal Care,2144.49,5,9650.2,2026-01-21,15:45,Cash,6.5
SLM-100627,Galle,Galle,Normal,Male,Beverages,873.03,4,3142.91,2026-02-17,17:34,Card,7.6
SLM-100628,Kandy,Kandy,Normal,Female,Personal Care,1886.74,2,3622.54,2026-02-18,18:22,Cash,7.2
SLM-100629,Kandy,Kandy,Normal,Female,Beverages,778.85,2,1495.39,2026-01-19,13:25,Card,9.7
SLM-100630,Galle,Galle,Normal,Male,Food,919.76,5,4138.92,2026-01-21,11:28,Card,9.6
SLM-100631,Kandy,Kandy,Member,Female,Food,1499.8,1,1439.81,2026-02-23,16:13,Card,4.8
SLM-100632,Colombo,Colombo,Member,Female,Food,726.89,3,2573.19,2026-02-23,16:09,Cash,6.2
SLM-100633,Colombo,Colombo,Normal,Female,Personal Care,237.35,3,840.22,2026-02-20,13:59,Card,8.5
SLM-100634,Kandy,Kandy,Member,Female,Household,358.87,5,1722.58,2026-02-04,16:41,eZ Cash,6.5
SLM-100635,Kandy,Kandy,Member,Male,Food,1466.96,1,1408.28,2026-01-05,13:34,Card,7.8
SLM-100636,Kandy,Kandy,Member,Male,Household,1247.59,2,2395.37,2026-02-12,13:12,Card,8.3
SLM-100637,Colombo,Colombo,Member,Female,Food,1882.38,7,15548.46,2026-02-05,10:07,eZ Cash,7.5
SLM-100638,Colombo,Colombo,Normal,Male,Personal Care,1460.61,3,5170.56,2026-02-12,09:06,Card,6.7
SLM-100639,Kandy,Kandy,Normal,Male,Household,2463.53,1,2364.99,2026-02-04,13:46,,8.6
SLM-100640,Colombo,Colombo,Member,Male,Household,3082.67,7,25462.85,2026-01-18,18:47,Cash,6.5
SLM-100641,Galle,Galle,Member,Male,Food,1835.19,5,8258.36,2026-02-22,18:33,eZ Cash,6.6
SLM-100642,Colombo,Colombo,Member,Female,Food,1296.38,4,6118.91,2026-02-27,12:14,Card,6.6
SLM-100643,Kandy,Kandy,Member,Female,Personal Care,270.21,1,259.4,2026-02-01,13:10,Card,5.9
SLM-100644,Colombo,Colombo,Normal,Male,Beverages,157.83,5,931.2,2026-02-02,15:12,Card,7.6
SLM-100645,Colombo,Colombo,Member,Male,Beverages,377.63,3,1336.81,2026-01-09,17:09,Card,6.7
SLM-100646,Galle,Galle,Member,Male,Food,1261.6,6,6812.64,2026-02-10,21:10,Cash,6.2
SLM-100647,Colombo,Colombo,Normal,Female,Beverages,567.56,5,3348.6,2026-02-10,18:36,Cash,9.1
SLM-100648,Colombo,Colombo,Normal,Female,Food,1569.41,4,7407.62,2026-01-06,21:28,Card,8.2
SLM-100649,Galle,Galle,Normal,Male,Personal Care,1282.25,4,4616.1,2026-01-31,10:35,Card,7.8
SLM-100650,Kandy,Kandy,Normal,Male,Personal Care,2254.52,6,12986.04,2026-01-11,18:58,Cash,7.4
SLM-100651,Colombo,Colombo,Member,Female,Personal Care,1980.12,7,16355.79,2026-02-23,20:27,eZ Cash,7.1
SLM-100652,Galle,Galle,Normal,Female,Food,2046.09,3,5524.44,2026-01-23,11:09,Cash,9.4
SLM-100653,Colombo,Colombo,Normal,Male,Electronics,3776.5,5,22281.35,2026-02-17,12:52,Card,7.8
SLM-100654,Galle,Galle,Normal,Male,Beverages,445.98,2,802.76,2026-02-12,10:19,Card,7.3
SLM-100655,Galle,Galle,Member,Male,Food,257.22,4,925.99,2026-01-07,11:39,Card,7.6
SLM-100656,Colombo,Colombo,Member,Female,Beverages,395.9,5,2335.81,2026-01-14,19:18,Cash,6.0
SLM-100657,Galle,Galle,Member,Male,Food,1817.97,5,8180.87,2026-02-07,15:00,Cash,5.1
SLM-100658,Galle,Galle,Member,Male,Household,545.68,5,2455.56,2026-02-18,10:01,Cash,3.6
SLM-100659,Colombo,Colombo,Normal,Female,Food,1424.85,3,5043.97,2026-01-04,16:03,Card,4.8
SLM-100660,Colombo,Colombo,Normal,Female,Food,1886.35,5,11129.47,2026-02-28,18:43,Cash,
SLM-100661,Colombo,Colombo,Normal,Female,Beverages,336.77,4,1589.55,2026-01-29,20:05,Cash,7.4
SLM-100662,Galle,Galle,Member,Male,Food,916.06,4,3297.82,2026-01-15,17:10,Cash,6.2
SLM-100663,Colombo,Colombo,Normal,Male,Food,760.74,5,4488.37,2026-01-16,16:18,Cash,6.6
SLM-100664,Galle,Galle,Member,Female,Beverages,277.12,5,1247.04,2026-01-06,11:10,Card,7.5
SLM-100665,Kandy,Kandy,Normal,Female,Electronics,7365.64,3,21213.04,2026-02-13,18:19,Cash,5.4
SLM-100666,Kandy,Kandy,Member,Female,Food,187.97,1,180.45,2026-02-11,20:27,Cash,8.5
SLM-100667,Kandy,Kandy,Normal,Female,Household,1883.73,1,1808.38,2026-02-11,14:39,Cash,5.5
SLM-100668,Colombo,Colombo,Member,Female,Electronics,7154.23,6,50651.95,2026-01-02,14:25,Card,
SLM-100669,Galle,Galle,Normal,Male,Food,1650.63,3,4456.7,2026-02-16,17:07,eZ Cash,5.5
SLM-100670,Colombo,Colombo,Member,Female,Beverages,156.64,6,1109.01,2026-01-09,14:28,eZ Cash,5.6
SLM-100671,Kandy,Kandy,Normal,Male,Food,477.27,4,1832.72,2026-01-24,17:33,Cash,8.6
SLM-100672,Galle,Galle,Member,Male,Beverages,616.91,2,1110.44,2026-01-10,12:44,Card,8.0
SLM-100673,Colombo,Colombo,Member,Male,Food,1321.4,5,7796.26,2026-02-21,11:26,Cash,3.8
SLM-100674,Kandy,Kandy,Member,Male,Electronics,5419.48,3,15608.1,2026-01-06,18:49,Cash,5.8
SLM-100675,Kandy,Kandy,Normal,Male,Household,2522.26,1,2421.37,2026-01-09,11:25,Cash,6.5
SLM-100676,Galle,Galle,Normal,Male,Household,1594.16,3,4304.23,2026-01-19,18:11,eZ Cash,6.5
SLM-100677,Galle,Galle,Normal,Male,Food,1154.03,6,6231.76,2026-02-09,12:05,Card,6.9
SLM-100678,Kandy,Kandy,Normal,Male,Food,1798.17,1,1726.24,2026-01-05,09:10,Card,9.8
SLM-100679,Colombo,Colombo,Member,Male,Personal Care,688.6,6,4875.29,2026-01-04,17:11,Cash,6.9
SLM-100680,Colombo,Colombo,Member,Female,Household,2041.56,2,4818.08,2026-01-31,21:50,eZ Cash,7.0
SLM-100681,Galle,Galle,Normal,Female,Food,1787.95,5,8045.78,2026-01-27,18:56,Cash,6.3
SLM-100682,Kandy,Kandy,Normal,Female,Food,1639.51,5,7869.65,2026-01-05,10:04,Card,9.5
SLM-100683,Colombo,Colombo,Normal,Male,Electronics,2721.55,5,16057.14,2026-02-01,17:00,Card,9.3
SLM-100684,Kandy,Kandy,Member,Male,Personal Care,445.96,3,1284.36,2026-01-12,16:22,Card,5.6
SLM-100685,Colombo,Colombo,Member,Male,Electronics,5573.67,7,46038.51,2026-01-16,15:26,Cash,7.2
SLM-100686,Colombo,Colombo,Normal,Male,Personal Care,2371.53,4,11193.62,2026-01-18,19:20,eZ Cash,7.0
SLM-100687,Kandy,Kandy,Normal,Female,Personal Care,2404.63,4,9233.78,2026-01-26,18:41,Card,7.9
SLM-100688,Colombo,Colombo,Normal,Male,Beverages,409.0,7,3378.34,2026-02-26,16:30,Cash,7.1
SLM-100689,Kandy,Kandy,Member,Female,Household,2742.3,2,5265.22,2026-01-20,19:16,Cash,8.8
SLM-100690,Colombo,Colombo,Member,Female,Personal Care,885.16,5,5222.44,2026-02-22,15:30,Card,6.8
SLM-100691,Colombo,Colombo,Normal,Female,Food,2152.01,3,7618.12,2026-03-01,12:16,Cash,7.2
SLM-100692,Kandy,Kandy,Normal,Male,Personal Care,556.34,5,2670.43,2026-01-19,16:32,Cash,6.5
SLM-100693,Kandy,Kandy,Member,Male,Personal Care,2508.56,4,9632.87,2026-01-26,12:27,Card,9.6
SLM-100694,Kandy,Kandy,Normal,Male,Beverages,250.71,2,481.36,2026-02-06,15:19,Cash,7.2
SLM-100695,Kandy,Kandy,Normal,Female,Personal Care,373.96,1,359.0,2026-01-08,08:17,Cash,7.8
SLM-100696,Colombo,Colombo,Member,Male,Food,2031.65,3,7192.04,2026-01-31,16:38,eZ Cash,8.2
SLM-100697,Kandy,Kandy,Normal,Female,Personal Care,2146.98,1,2061.1,2026-01-10,12:54,Card,5.5
SLM-100698,Kandy,Kandy,Normal,Male,Food,1171.48,2,2249.24,2026-02-10,13:17,Card,5.7
SLM-100699,Kandy,Kandy,Normal,Male,Food,1672.46,6,9633.37,2026-01-16,17:42,eZ Cash,5.8
SLM-100700,Colombo,Colombo,Normal,Female,Personal Care,1151.68,6,8153.89,2026-02-04,16:57,Cash,7.9
SLM-100701,Galle,Galle,Member,Male,Food,882.3,4,3176.28,2026-02-17,18:05,eZ Cash,6.0
SLM-100702,Galle,Galle,Member,Female,Household,322.93,2,581.27,2026-01-20,21:21,Cash,6.6
SLM-100703,Galle,Galle,Member,Female,Beverages,511.79,4,1842.44,2026-01-05,14:14,Card,7.7
SLM-100704,Galle,Galle,Normal,Male,Food,2084.44,4,7503.98,2026-02-15,09:40,Cash,8.7
SLM-100705,Colombo,Colombo,Normal,Female,Food,1128.28,6,7988.22,2026-01-13,17:54,eZ Cash,7.0
SLM-100706,Kandy,Kandy,Member,Female,Beverages,949.58,2,1823.19,2026-01-02,13:13,Cash,7.2
SLM-100707,Colombo,Colombo,Normal,Male,Food,1086.35,3,3845.68,2026-01-03,11:42,Card,6.6
SLM-100708,Galle,Galle,Member,Female,Electronics,5643.93,6,30477.22,2026-01-04,13:04,Card,6.0
SLM-100709,Colombo,Colombo,Normal,Female,Food,1876.55,1,2214.33,2026-01-23,10:48,Cash,5.4
SLM-100710,Galle,Galle,Member,Male,Beverages,218.04,4,784.94,2026-01-27,20:27,Card,8.6
SLM-100711,Kandy,Kandy,Normal,Female,Household,2140.3,2,4109.38,2026-02-06,16:53,Card,6.4
SLM-100712,Kandy,Kandy,Normal,Male,Electronics,8065.89,4,30973.02,2026-02-14,16:58,Card,7.0
SLM-100713,Colombo,Colombo,Member,Male,Personal Care,1423.15,6,10075.9,2026-01-19,13:58,eZ Cash,8.5
SLM-100714,Colombo,Colombo,Member,Female,Food,368.56,2,869.8,2026-01-07,14:33,Cash,7.6
SLM-100715,Galle,Galle,Member,Female,Food,399.35,3,1078.25,2026-02-12,08:51,Card,7.1
SLM-100716,Colombo,Colombo,Normal,Female,Beverages,826.87,1,975.71,2026-01-21,12:07,Cash,6.8
SLM-100717,Kandy,Kandy,Member,Male,Electronics,6634.51,2,12738.26,2026-02-09,16:22,Cash,8.5
SLM-100718,Galle,Galle,Normal,Female,Personal Care,816.25,5,3673.12,2026-01-04,11:55,Cash,8.1
SLM-100719,Galle,Galle,Member,Male,Food,1449.03,1,1304.13,2026-02-26,10:00,Cash,6.9
SLM-100720,Kandy,Kandy,Normal,Female,Household,2114.09,3,6088.58,2026-02-17,15:55,Card,6.2
SLM-100721,Kandy,Kandy,Member,Female,Electronics,2586.29,3,7448.52,2026-02-17,19:56,Card,8.3
